identifier,title,creator,date,language
charleii_2110_librivox,Charles II,Osmund Airy,2021-10-13T00:00:00Z,eng
charlemagne_2009_librivox,Legends of Charlemagne,Thomas Bulfinch,2020-09-25T00:00:00Z,eng
charlemagne_notker_0803,The Life of Charlemagne (Notker),Notker the Stammerer,2008-03-20T00:00:00Z,eng
charles1_0911_librivox,Charles I,Jacob Abbott,2009-11-18T00:00:00Z,eng
charles_dickens_0802_librivox2,Charles Dickens,G. K. Chesterton,2008-02-11T00:00:00Z,eng
charles_rex_2108_librivox,Charles Rex,Ethel M. Dell,2021-08-31T00:00:00Z,eng
charles_sumner_2212_librivox,"Charles Sumner, The Scholar in Politics",Archibald Grimké,2022-12-21T00:00:00Z,eng
charles_the_bold_2103_librivox,"Charles the Bold, Last Duke of Burgundy",Ruth Putnam,2021-03-27T00:00:00Z,eng
charlesborromeo_mt_librivox,Saint Charles Borromeo: A Sketch of the Reforming Cardinal,Louise M. Stacpoole-Kenny,2011-12-19T00:00:00Z,eng
charlesdickensandmusic_2409_librivox,Charles Dickens and Music,James T. Lightwood,2024-09-05T00:00:00Z,eng
charlesjamesfox_2001_librivox,Charles James Fox,Henry Offley Wakeman,2020-01-19T00:00:00Z,eng
charlessimeon_2207_librivox,Charles Simeon,Handley Carr Glyn Moule,2022-07-07T00:00:00Z,eng
charleysaunt_1808_librivox,Charley's Aunt,Brandon Thomas,2018-08-21T00:00:00Z,eng
charlie_to_the_rescue_1503_librivox,Charlie to the Rescue,R. M. Ballantyne,2015-03-17T00:00:00Z,eng
charlieandhiskittentopsy_1705_librivox,Charlie and His Kitten Topsy,Helen Hill,2017-05-24T00:00:00Z,eng
charlotte_temple_1103_librivox,Charlotte Temple,Susanna Rowson,2011-03-24T00:00:00Z,eng
charlottes_inheritance_1706_librivox,Charlotte's Inheritance,Mary Elizabeth Braddon,2017-06-10T00:00:00Z,eng
charmides_1605_librivox,"Charmides, and Other Poems",Oscar Wilde,2016-05-11T00:00:00Z,eng
charmides_ge_1401_librivox,Charmides,Plato (Πλάτων),2014-01-20T00:00:00Z,eng
charming_fellow_1404_librivox,A Charming Fellow,Frances Eleanor Trollope,2014-04-24T00:00:00Z,eng
chartreuse_parma_1307_librivox,The Chartreuse of Parma (The Charterhouse of Parma),Stendhal,2013-07-31T00:00:00Z,eng
charwomans_daughter_2004_librivox,The Charwoman's Daughter,James Stephens,2020-04-15T00:00:00Z,eng
charwomansshadow_2301_librivox,The Charwoman's Shadow,Lord Dunsany,2023-01-16T00:00:00Z,eng
chat_1105_librivox,Le Chat,Charles Baudelaire,2011-05-03T00:00:00Z,fre
chateau_des_carpathes_2102_librivox,Le château des Carpathes,Jules Verne,2021-02-14T00:00:00Z,fre
chateauandcountrylifeinfrance_2012_librivox,Chateau and Country Life in France,Mary King Waddington,2020-12-20T00:00:00Z,eng
chateaudor_2310_librivox,Chateau d'Or,Mary Jane Holmes,2023-10-02T00:00:00Z,eng
chatterertheredsquirrel_1307_librivox,The Adventures of Chatterer the Red Squirel,Thornton W. Burgess,2013-07-29T00:00:00Z,eng
chautauqua_girls_at_home_tg_librivox,The Chautauqua Girls at Home,Isabella Alden,2009-08-10T00:00:00Z,eng
chautauquaidyl_1610_librivox,A Chautauqua Idyl,Grace Livingston Hill,2016-10-11T00:00:00Z,eng
cheatingthejunkpile_2208_librivox,Cheating the Junk-Pile — The Purchase and Maintenance of Household Equipments,Ethel Rose Peyser,2022-08-07T00:00:00Z,eng
cheerfulsmugglers_1411_librivox,The Cheerful Smugglers,Ellis Parker Butler,2014-11-22T00:00:00Z,eng
cheery_way_december_1808_librivox,"The Cheery Way, a Bit of Verse for Every Day - December",John Kendrick Bangs,2018-08-18T00:00:00Z,eng
cheery_way_february_1805_librivox,"The Cheery Way, a Bit of Verse for Every Day - February",John Kendrick Bangs,2018-05-13T00:00:00Z,eng
cheery_way_march_1805_librivox,"The Cheery Way, a Bit of Verse for Every Day - March",John Kendrick Bangs,2018-05-31T00:00:00Z,eng
cheery_way_november_1807_librivox,"The Cheery Way, a Bit of Verse for Every Day - November",John Kendrick Bangs,2018-07-31T00:00:00Z,eng
cheery_way_october_1807_librivox,"The Cheery Way, a Bit of Verse for Every Day - October",John Kendrick Bangs,2018-07-19T00:00:00Z,eng
cheery_way_september_1807_librivox,"The Cheery Way, a Bit of Verse for Every Day - September",John Kendrick Bangs,2018-07-20T00:00:00Z,eng
cheese_1001_librivox,The Complete Book of Cheese,Bob Brown,2010-01-20T00:00:00Z,eng
cheesecurd_1209.poem_librivox,Cheese Curd for Bait,James McIntyre,2012-10-01T00:00:00Z,eng
chelovek_2103_librivox,Человек в футляре,Anton Chekhov,2021-03-02T00:00:00Z,rus
chemical_history_candle_ava_librivox,The Chemical History of a Candle,Michael Faraday,2011-04-16T00:00:00Z,eng
chemicalconstituentsavaroot_2206_librivox,The Chemical Constituents of the Active Principle of the Ava Root,Alice A. Ball,2022-06-05T00:00:00Z,eng
chemistry_cookery_2010_librivox,The Chemistry of Cookery,W. Mattieu Williams,2020-10-09T00:00:00Z,eng
chemphenomenainlife_1202_librivox,Chemical Phenomena in Life,Frederick Czapek,2011-02-08T00:00:00Z,eng
cherry_and_violet_2103_librivox,Cherry and Violet,Anne Manning,2021-03-16T00:00:00Z,eng
cherry_orchard_1008_librivox,The Cherry Orchard,Anton Chekhov,2010-08-19T00:00:00Z,eng
cherry_tree_1205_librivox,There Was a Cherry-Tree,James Whitcomb Riley,2012-05-20T00:00:00Z,eng
cherryamesislandnurse_2005_librivox,"Cherry Ames, Island Nurse",Helen Wells,2020-05-26T00:00:00Z,eng
chessmen_mars_3_1405_librivox,The Chessmen of Mars (version 3),Edgar Rice Burroughs,2014-05-06T00:00:00Z,eng
chessmenofmars_0902_librivox,The Chessmen of Mars,Edgar Rice Burroughs,2009-02-06T00:00:00Z,eng
chessmenofmars_tc_1404_librivox,The Chessmen of Mars,Edgar Rice Burroughs,2014-04-12T00:00:00Z,eng
chesterfield_letters_1102_librivox,Letters to His Son on the Art of Becoming a Man of the World and a Gentleman,"Philip Stanhope, 4th Earl of Chesterfield",2011-02-20T00:00:00Z,eng
chestermarke_instinct_1007_librivox,The Chestermarke Instinct,J. S. Fletcher,2010-07-18T00:00:00Z,eng
chestertoncalendar_1108_librivox,A Chesterton Calendar,G.K. Chesterton,2011-08-08T00:00:00Z,eng
chestertoninvanityfair_2107_librivox,G.K. Chesterton in Vanity Fair Magazine,G. K. Chesterton,2021-07-26T00:00:00Z,eng
chestertonnewwitness1921_2011_librivox,G. K. Chesterton's Newspaper Columns: The New Witness - 1921,G. K. Chesterton,2020-11-04T00:00:00Z,eng
chestertonnewwitness1922_2104_librivox,G.K. Chesterton's Newspaper Columns: The New Witness - 1922,G. K. Chesterton,2021-04-16T00:00:00Z,eng
chestertonnewwitness_2006_librivox,G.K. Chesterton's Newspaper Columns: The New Witness - November 1919 to April 1920,G. K. Chesterton,2020-06-13T00:00:00Z,eng
chestertonopenroad_2105_librivox,G.K. Chesterton in The Open Road,G. K. Chesterton,2021-05-20T00:00:00Z,eng
cheynemystery_2402_librivox,Inspector French and the Cheyne Mystery,Freeman Wills Crofts,2024-02-26T00:00:00Z,eng
chicago_2310_librivox,Chicago,Maurine Watkins,2023-10-17T00:00:00Z,eng
chicagomay_2412_librivox,Chicago May: Her Story,May Churchill Sharpe,2024-12-21T00:00:00Z,eng
chicagopoems_2303_librivox,Chicago Poems,Carl Sandburg,2023-03-14T00:00:00Z,eng
chicot_jester_1511_librivox,Chicot the Jester,Alexandre Dumas,2015-11-14T00:00:00Z,eng
chief_legatee_1412_librivox,The Chief Legatee,Anna Katharine Green,2014-12-03T00:00:00Z,eng
chiefevilsoftimes_2204_librivox,The Chief Evils of the Times,Rev. Heinrich Nagelschmitt,2022-04-19T00:00:00Z,eng
child_christopher_1803_librivox,Child Christopher and Goldilind the Fair,William Morris,2018-03-20T00:00:00Z,eng
child_in_midst_1606_librivox,The Child in the Midst: A Comparative Study of Child Welfare in Christian and Non-Christian Lands,Mary Shauffler Labaree,2016-06-23T00:00:00Z,eng
child_life_in_art_0807_librivox,Child-life in Art,Estelle M. Hurll,2008-07-11T00:00:00Z,eng
child_of_storm_1908_librivox,Child of Storm,H. Rider Haggard,2019-08-07T00:00:00Z,eng
child_of_the_century_1103_librivox,The Confession of a Child of the Century,Alfred de Musset,2011-03-08T00:00:00Z,eng
child_of_the_jago_1110_librivox,A Child of the Jago,Arthur Morrison,2011-10-11T00:00:00Z,eng
child_of_the_pure_unclouded_brow_2212.poem_librivox,Child of the Pure Unclouded Brow,Lewis Carroll,2022-12-04T00:00:00Z,eng
child_songs_of_cheer_1904_librivox,Child Songs of Cheer,Evaleen Stein,2019-04-19T00:00:00Z,eng
child_whispers_1906_librivox,Child Whispers,Enid Blyton,2019-06-29T00:00:00Z,eng
childe_harolds_pilgrimage_canto_3_2209_librivox,Childe Harold's Pilgrimage: Canto III,"George Gordon, Lord Byron",2022-09-14T00:00:00Z,eng
childeharold_1307_librivox,Childe Harold's Pilgrimage: Canto IV,"Lord Byron, George Gordon,",2013-07-15T00:00:00Z,eng
childeharoldspilgrimage_1805_librivox,Childe Harold's Pilgrimage,"George Gordon, Lord Byron",2018-05-22T00:00:00Z,eng
childeharoldspilgrimagecanto1-2_2209_librivox,Childe Harold's Pilgrimage: Cantos I - II,"George Gordon, Lord Byron",2022-09-25T00:00:00Z,eng
childerolandotherpoems_2409_librivox,Childe Roland and Other Poems,Robert Browning,2024-09-30T00:00:00Z,eng
childhood_1503_librivox,Childhood,Leo Tolstoy,2015-03-14T00:00:00Z,eng
childhood_2312_librivox,Childhood - Детство (version 2),Leo Tolstoy,2023-12-20T00:00:00Z,rus
childhood_english_librivox,Childhood (English trans.),Leo Tolstoy,2006-05-21T00:00:00Z,eng
childhood_russian_librivox,Childhood,Leo Tolstoy,2006-04-25T00:00:00Z,rus
childhoods_favorites_fairy_stories_0812_librivox,Childhood's Favorites and Fairy Stories,Various,2008-12-07T00:00:00Z,eng
childhoodsslaverydays_1308_librivox,Memories of Childhood's Slavery Days,Annie L. Burton,2013-08-20T00:00:00Z,eng
childlifeincolonialdays_1312_librivox,Child Life in Colonial Days,Alice Morse Earle,2013-12-08T00:00:00Z,eng
childofmoat_1801_librivox,The Child of the Moat,Ian Bernard Stoughton Holborn,2018-01-13T00:00:00Z,eng
childofthedawn_2411_librivox,The Child of the Dawn,Arthur Christopher Benson,2024-11-25T00:00:00Z,eng
children_1705_librivox,The Children,Alice Meynell,2017-05-16T00:00:00Z,eng
children_abbey_2111_librivox,The Children Of The Abbey,Regina Maria Roche,2021-11-13T00:00:00Z,eng
children_at_play_2210.poem_librivox,Children at Play,William Henry Davies,2022-10-02T00:00:00Z,eng
children_home_1208_librivox,Are The Children at Home?,Margaret Sangster,2012-08-19T00:00:00Z,eng
children_new_forest_0709_librivox,The Children of the New Forest,Frederick Marryat,2007-10-14T00:00:00Z,eng
children_of_the_night_1604_librivox,Children of the Night,Edwin Arlington Robinson,2016-04-12T00:00:00Z,eng
children_of_the_tenements_2302_librivox,Children of the Tenements,Jacob A. Riis,2023-02-21T00:00:00Z,eng
childrennewforest_1504_librivox,The Children of the New Forest (version 2),Frederick Marryat,2015-04-04T00:00:00Z,eng
childrenofodin_etk_librivox,The Children of Odin,Padraic Colum,2011-02-11T00:00:00Z,eng
childrenofthefrost_2305_librivox,Children of the Frost,Jack London,2023-05-09T00:00:00Z,eng
childrenoftheghetto_1311_librivox,Children of the Ghetto,Israel Zangwill,2013-11-30T00:00:00Z,eng
childrenofthelens_2412_librivox,Children of the Lens,E. E. Smith,2024-12-31T00:00:00Z,eng
childrenofthenight_2208.poem_librivox,The Children of the Night,Edwin Arlington Robinson,2022-08-28T00:00:00Z,eng
childrens_book_of_birds_2307_librivox,The Children's Book of Birds,Olive Thorne Miller,2023-07-30T00:00:00Z,eng
childrens_book_of_christmas_2305_librivox,The Children's Book Of Christmas,J. C. Dier,2023-05-19T00:00:00Z,eng
childrens_hour_2308_librivox,Children's Hour with Red Riding Hood and Other Stories,Watty Piper,2023-08-01T00:00:00Z,eng
childrens_lifeofbee_pc_librivox,The Children's Life of the Bee,Maurice Maeterlinck,2012-03-12T00:00:00Z,eng
childrens_shakespeare_1010_librivox,The Children's Shakespeare,Edith Nesbit,2010-10-26T00:00:00Z,eng
childrens_short_works_001_0809_librivox,Children's Short Works Collection 001,,2008-09-27T00:00:00Z,eng
childrens_short_works_collection_vol_020_1406_librivox,Children's Short Works Collection Vol. 020,Various,2014-06-26T00:00:00Z,eng
childrens_short_works_vol_019_1310_librivox,"Children's Short Works, Vol. 019",Various,2013-10-14T00:00:00Z,eng
childrens_tabernacle_1902_librivox,"The Children's Tabernacle; Or, Hand Work and Heart Work",Charlotte Maria Tucker,2019-03-04T00:00:00Z,eng
childrens_wonder_book_1710_librivox,The Children's Wonder Book,Various,2017-10-22T00:00:00Z,eng
childrensbible_1308_librivox,The Children's Bible,Henry A. Sherman,2013-08-28T00:00:00Z,eng
childrensbookofchristmasstories_2104_librivox,The Children's Book of Christmas Stories,Asa Don Dickinson,2021-04-06T00:00:00Z,eng
childrensclassics_1501_librivox,Children's Classics in Dramatic Form,Augusta Stevenson,2015-01-15T00:00:00Z,eng
childrenshortstory02_0909_librivox,Children's Short Works Vol. 002,Various,2009-09-04T00:00:00Z,eng
childrensshortstory03_0909_librivox,Children's Short Works Vol. 003,,2009-09-24T00:00:00Z,eng
childrensshortstory04_1001_librivox,"Children's Short Works, Vol. 004",Various,2010-01-12T00:00:00Z,eng
childrensshortworks010_1102_librivox,"Children's Short Works, Vol. 010",Various,2011-02-03T00:00:00Z,eng
childrensshortworks016_1209_librivox,Children's Short Works Collection Vol. 016,Various,2012-09-04T00:00:00Z,eng
childrensshortworks017_1301_librivox,Children's Short Works Collection Vol. 017,Various,2013-01-06T00:00:00Z,eng
childrensshortworks021_1505_librivox,"Children's Short Works, Vol. 021",Various,2015-05-01T00:00:00Z,eng
childrensshortworks025_1804_librivox,"Children's Short Works, Vol. 025",Various,2018-04-12T00:00:00Z,eng
childrensshortworks026_1810_librivox,"Children's Short Works, Vol. 026",Various,2018-10-16T00:00:00Z,eng
childrensshortworks027_1902_librivox,"Children's Short Works, Vol. 027",Various,2019-02-15T00:00:00Z,eng
childrensshortworks029_1907_librivox,Children's Short Works Vol. 029,Various,2019-07-26T00:00:00Z,eng
childrensshortworks030_1908_librivox,"Children's Short Works, Vol. 030",Various,2019-08-15T00:00:00Z,eng
childrensshortworks031_1908_librivox,"Children's Short Works, Vol. 031",Various,2019-08-23T00:00:00Z,eng
childrensshortworks032_1911_librivox,"Children's Short Works, Vol. 032",Various,2019-11-05T00:00:00Z,eng
childrensshortworks033_2002_librivox,"Children's Short Works, Vol. 033",Various,2020-02-10T00:00:00Z,eng
childrensshortworks034_2005_librivox,"Children's Short Works, Vol. 034",Various,2020-05-06T00:00:00Z,eng
childrensshortworks035_2006_librivox,"Children's Short Works, Vol. 035",Various,2020-06-19T00:00:00Z,eng
childrensshortworks036_2007_librivox,"Children's Short Works, Vol. 036",Various,2020-07-16T00:00:00Z,eng
childrensshortworks037_2008_librivox,"Children's Short Works, Vol. 037",Various,2020-08-03T00:00:00Z,eng
childrensshortworks038_2008_librivox,"Children's Short Works, Vol. 038",Various,2020-08-18T00:00:00Z,eng
childrensshortworks039_2008_librivox,"Children's Short Works, Vol. 039",Various,2020-08-31T00:00:00Z,eng
childrensshortworks040_2009_librivox,"Children's Short Works, Vol. 040",Various,2020-09-17T00:00:00Z,eng
childrensshortworks041_2010_librivox,"Children's Short Works, Vol. 041",Various,2020-10-07T00:00:00Z,eng
childrensshortworks042_2011_librivox,"Children's Short Works, Vol. 042",Various,2020-11-03T00:00:00Z,eng
childrensshortworks043_2101_librivox,"Children's Short Works, Vol. 043",Various,2021-01-30T00:00:00Z,eng
childrensshortworks044_2104_librivox,"Children's Short Works, Vol. 044",Various,2021-04-26T00:00:00Z,eng
childrensshortworks045_2105_librivox,"Children's Short Works, Vol. 045",Various,2021-05-18T00:00:00Z,eng
childrensshortworks046_2106_librivox,"Children's Short Works, Vol. 046",Various,2021-06-15T00:00:00Z,eng
childrensshortworks047_2112_librivox,"Children's Short Works, Vol. 047",Various,2021-12-14T00:00:00Z,eng
childrensshortworks048_2202_librivox,"Children's Short Works, Vol. 048",Various,2022-02-04T00:00:00Z,eng
childrensshortworks049_2206_librivox,"Children's Short Works, Vol. 049",Various,2022-06-13T00:00:00Z,eng
childrensshortworks050_2208_librivox,"Children's Short Works, Vol. 050",Various,2022-08-09T00:00:00Z,eng
childrensshortworks051_2212_librivox,"Children's Short Works, Vol. 051",Various,2022-12-13T00:00:00Z,eng
childrensshortworks052_2304_librivox,"Children's Short Works, Vol. 052",Various,2023-04-17T00:00:00Z,eng
childrensshortworks053_2308_librivox,"Children's Short Works, Vol. 053",Various,2023-08-21T00:00:00Z,eng
childrensshortworks054_2401_librivox,"Children's Short Works, Vol. 054",Various,2024-01-02T00:00:00Z,eng
childrensshortworks056_2406_librivox,"Children's Short Works, Vol. 056",Various,2024-06-27T00:00:00Z,eng
childrensshortworks057_2412_librivox,"Children's Short Works, Vol. 057",Various,2024-12-24T00:00:00Z,eng
childrensshortworks05_1002_librivox,"Children's Short Works, Vol. 005",Various,2010-03-11T00:00:00Z,eng
childrensshortworks06_1005_librivox,"Children's Short Works, Vol. 006",Various,2010-05-06T00:00:00Z,eng
childrensshortworks07_1006_librivox,"Children's Short Works, Vol. 007",Various,2010-06-03T00:00:00Z,eng
childrensshortworks08_1007_librivox,"Children's Short Works, Vol. 008",Various,2010-07-13T00:00:00Z,eng
childrensshortworks09_1010_librivox,"Children's Short Works, Vol. 009",,2010-10-25T00:00:00Z,eng
childrensshortworks11_1102_librivox,"Children's Short Works, Vol. 011",Various,2011-02-26T00:00:00Z,eng
childrensshortworks12_1107_librivox,Children's Short Works Collection Vol. 012,Various,2011-07-30T00:00:00Z,eng
childrensshortworks_018_1305_librivox,Children's Short Works Collection Vol. 018,Various,2013-05-26T00:00:00Z,eng
childrensshortworksvol022_1606_librivox,"Children's Short Works, Vol. 022",Various,2016-06-18T00:00:00Z,eng
childrensshortworksvol024_1709_librivox,"Children's Short Works Collection, Vol. 024",Various,2017-09-29T00:00:00Z,eng
childrensshortworksvol028_1907_librivox,"Children's Short Works, Vol. 028",Various,2019-07-04T00:00:00Z,eng
childrensshortworksvol055_2403_librivox,"Children's Short Works, Vol. 055",Various,2024-03-25T00:00:00Z,eng
childrensshortworksvolume023_1612_librivox,"Children's Short Works, Vol. 023",Various,2016-12-04T00:00:00Z,eng
childrenssixminutes_1206_librivox,The Children's Six Minutes,Bruce S. Wright,2012-06-29T00:00:00Z,eng
childs_book_american_biography_1106_librivox,The Child's Book of American Biography,Mary Stoyell Stimpson,2011-06-23T00:00:00Z,eng
childs_garden_of_verses_1503_librivox,A Child's Garden of Verses,Robert Louis Stevenson,2015-03-21T00:00:00Z,eng
childs_garden_verses_librivox,A Child's Garden of Verses,Robert Louis Stevenson,2007-01-01T00:00:00Z,eng
childs_history_0801_librivox,A Child's History of England,Charles Dickens,2008-01-14T00:00:00Z,eng
childs_new_story_book_sd_0810_librivox,Child's New Story Book,Anonymous,2008-10-31T00:00:00Z,eng
childsgardenofverses3_2103_librivox,A Child's Garden of Verses (Version 3),Robert Louis Stevenson,2021-03-26T00:00:00Z,eng
childsgardenofverses_2104_librivox,A Child's Garden of Verses,Robert Louis Stevenson,2021-04-30T00:00:00Z,eng
childsjoanofarc_1909_librivox,A Child's Life of St. Joan of Arc,Mary E. Mannix,2019-09-12T00:00:00Z,eng
chimes_jesters_bells_1009_librivox,Chimes From A Jester's Bells,Robert J. Burdette,2010-09-12T00:00:00Z,eng
chimes_rg_librivox,The Chimes,Charles Dickens,2010-12-08T00:00:00Z,eng
chimneycorner_2006_librivox,The Chimney Corner,Harriet Beecher Stowe,2020-06-20T00:00:00Z,eng
chimneysmoke_ch_librivox,Chimneysmoke,Christopher Morley,2012-07-14T00:00:00Z,eng
china_2209_librivox,China,Frank G. Carpenter,2022-09-02T00:00:00Z,eng
china_chinese_librivox,China and the Chinese,Herbert Allen Giles,2006-05-09T00:00:00Z,eng
chinachinese_2103_librivox,China and the Chinese,Edmund Plauchut,2021-03-03T00:00:00Z,eng
chinese_dragon_2201_librivox,The Chinese Dragon,Luther Newton Hayes,2022-01-20T00:00:00Z,eng
chinese_kitten_1902_librivox,The Chinese Kitten,Edna Adelaide Brown,2019-02-04T00:00:00Z,eng
chinese_nightingale_and_other_poems_1512_librivox,The Chinese Nightingale and Other Poems,Vachel Lindsay,2015-12-07T00:00:00Z,eng
chinese_screen_1004_librivox,On a Chinese Screen,W. Somerset Maugham,2010-04-16T00:00:00Z,eng
chinese_verse_1909_librivox,Gems of Chinese Verse,Various,2019-09-20T00:00:00Z,eng
chinesediamonds_1608_librivox,Chinese Diamonds for the King of Kings,Rosalind Goforth,2016-08-10T00:00:00Z,eng
chinesepoetry_1507_librivox,Chinese Poetry in English Verse (古今詩選),Herbert Allen Giles,2015-07-03T00:00:00Z,eng
chinesesketches_1507_librivox,Chinese Sketches,Herbert Allen Giles,2015-07-30T00:00:00Z,eng
chinesewonderbook_2102_librivox,A Chinese Wonder Book,Norman Hinsdale Pitman,2021-03-01T00:00:00Z,eng
